,keyword,title,author,rating,rating_NUM,review_NUM,summary
2420,machine learning,Practical Java Machine Learning: Projects with Google Cloud Platform and Amazon Web Services,Mark Wickham,0,0,0,"Build machine learning (ML) solutions for Java development. This book shows you that when designing ML apps, data is the key driver and must be considered throughout all phases of the project life cycle. Practical Java Machine Learning helps you understand the importance of data and how to organize it for use within your ML project. You will be introduced to tools which"
2421,machine learning,"Apache Spark 2: Data Processing and Real-Time Analytics: Master complex big data processing, stream analytics, and machine learning with Apache Spark","Romeo Kienzler, Rezaul Karim, Sridhar Alla, Siamak Amirghodsi, Meenakshi Rajendran, Broderick Hall, Shuen Mei",0,0,0, 
2422,machine learning,"Artificial Intelligence, Machine Learning, Internet of Things and more - Frequently Asked Questions",Anil Gupta,5,1,0,"This book is a consolidation of my answers to 500+ various types of questions that I received on Quora. These questions are spread across various categories such as Artificial Intelligence, Machine Learning, Internet of Things, Robotics, Smart Cities, Entrepreneurship and Generic Information Technology. The book is organized according to relevant topics. Overall these"
2423,machine learning,"Python Machine Learning: The ways of Artificial Intelligence. The python machine learning for beginners: programming , data science, and data analysis. Language adapted for newbies",Mark Wilson,5,1,0,"We, all in all, understand that Siri, Google Now, and Cortana are generally adroit propelled individual accomplices on various stages (iOS, Android, and Windows Mobile). Basically, they help discover important information when you demand it is using your voice; you can say ""Where's the nearest Indian restaurant?"", ""What's on my schedule today?"" ""Remind me to call Mom or"
2424,machine learning,"Machine Learning Forensics for Law Enforcement, Security, and Intelligence",Jesus Mena,2.5,2,0,"Increasingly, crimes and fraud are digital in nature, occurring at breakneck speed and encompassing large volumes of data. To combat this unlawful activity, knowledge about the use of machine learning technology and software is critical. Machine Learning Forensics for Law Enforcement, Security, and Intelligence integrates an assortment of deductive and instructive tools,"
2425,machine learning,Genetic variants and their interactions in disease risk prediction: machine learning and network perspectives,Various,4.5,2,0,"A central challenge in systems biology and medical genetics is to understand how interactions among genetic loci contribute to complex phenotypic traits and human diseases. While most studies have so far relied on statistical modeling and association testing procedures, machine learning and predictive modeling approaches are increasingly being applied to mining"
2426,machine learning,"Machine Learning: An Introduction for Beginners, User Guide to Build Intelligent Systems",Mark Howard,3,1,0,Machine Learning is everywhere! So why keep our head buried in the sand when it comes to Machine Learning? It is time for you to start learning what Machine Learning is all about and you can do that with this book!In this book you are going to learn about:1. Neural Networks;2. Python and Machine Learning;3. Examples of Machine Learning;4. How Machine
2427,machine learning,The State of Machine Learning Adoption in the Enterprise,"Ben Lorica, Paco Nathan",3,1,0,"While the use of machine learning (ML) in production started near the turn of the century, its taken roughly 20 years for the practice to become mainstream throughout industry. With this report, youll learn how more than 11,000 data specialists responded to a recent OReilly survey about their organizations approachor intended approachto machine learning.Data scientists,"
2428,machine learning,"Machine Learning For Beginners: A Math Free Introduction for Business and Individuals to Machine Learning, Big Data, Data Science, and Neural Networks",Konnor Cluster,4,1,0,"If you need to learn how to use Machine Learning, Big Data, Data Science and Neural Networks but you cant (or there is no time to) study the complicated math and algorithms behind these technologies, then keep reading. All technologies related to Artificial Intelligence represent an incredible opportunity if you want to grow your business or if you are searching for a new"
2429,machine learning,"Advanced Platform Development with Kubernetes: Enabling Data Management, the Internet of Things, Blockchain, and Machine Learning",Craig Johnston,4,2,0,"Leverage Kubernetes for the rapid adoption of emerging technologies. Kubernetes is the future of enterprise platform development and has become the most popular, and often considered the most robust, container orchestration system available today. This book focuses on platforming technologies that power the Internet of Things, Blockchain, Machine Learning, and the many"
2430,machine learning,"Fundamentals of Machine Learning for Predictive Data Analytics, second edition: Algorithms, Worked Examples, and Case Studies","John D. Kelleher, Brian Mac Namee, Aoife D'Arcy",0,0,0, 
2431,machine learning,"ARTIFICIAL INTELLIGENCE IN FINANCE: 7 things you should to know about the future of trading with proven strategies to predict options, stock and forex using Python, applied machine learning, Keras","Jason Test, Mark Broker",5,1,0, 
2432,machine learning,"Machine Learning for Audio, Image and Video Analysis: Theory and Applications","Francesco Camastra, Alessandro Vinciarelli",4,2,0,"1. 1 TwoFundamentalQuestions There are two fundamental questions that should be answered before buying, and even more before reading, a book: Why should one read the book? What is the book about? This is the reason why this section, the ?rst of the whole text, proposes some motivations for potential readers (Section 1. 1. 1) and an overall description of the content"
2433,machine learning,Machine Learning of Inductive Bias,Paul E. Utgoff,3,2,0,This book is based on the author's Ph.D. dissertation[56]. The the- sis research was conducted while the author was a graduate student in the Department of Computer Science at Rutgers University. The book was pre- pared at the University of Massachusetts at Amherst where the author is currently an Assistant Professor in the Department of Computer and Infor- mation Science.
