,title,author,rating,rating_NUM,review_NUM,summary
928,"Der Zauber Der Wandlung: Harry Potter, Oder, Das Abenteuer Der Ichwerdung",Mathias Jung,3.5,20,1,"Miliony d<U+011B>ti, mlade<U+017E>e i dosp<U+011B>lych jsou po celem sv<U+011B>t<U+011B> fascinovany dobrodru<U+017E>stvimi Harryho Pottera ve sv<U+011B>t<U+011B> mudl<U+016F> a <U+010D>arod<U+011B>j<U+016F>. Propadaji tito v<U+0161>ichni svod<U+016F>m okultismu <U+010D>i satanismu, jak se ozyvalo z <U+0159>ad fundamentalistickych kritik<U+016F>?Pro Mathiase Junga je dilo britske autorky Rowlingove naopak mistrovskym literarnim dilem lidske mravnosti. Autor v knize p<U+0159>edklada uceleny"
929,Harry Potter Magical Music from the First Five Years at Hogwarts: Big Note Piano,"John   Williams, Nicholas Hooper, Patrick Doyle",4.61,23,0,"For the first time ever, musical selections from the first five Harry Potter movies are available in one jam-packed collection. Late Elementary to Early Intermediate-level pianists will love playing these Big Note Piano arrangements, which faithfully render the magical music of John Williams, Patrick Doyle, and Nicholas Hooper. Full color art pages from each movie are"
930,Harry Potter & The New Life,smaster28,3.29,7,2,Fandom: Harry Potter--------------------------------------------------Based on SilverAegis Harry Potter: A New Life. Its an AU. Harry's a Shadow Mage. Neville is 'The Boy Who Lived'.
931,The Magical Words of Harry Potter: Fantastic Spells and Where They Came From,Elaina Lewis,4.09,11,0, 
932,Harry Potter and the Order of the Court: The J.K. Rowling Copyright Case and the Question of Fair Use,Robert S. Want,4.16,19,1,"The adventures of wizard-in-training Harry Potter may have ended but the drama continues, most recently in federal court in Manhattan, where a decision has been handed down in the lawsuit brought by J.K. Rowling seeking to prevent the publication of a Harry Potter encyclopedia.Harry Potter and the Order of the Court discusses the court's decision in the case and its"
933,La metafisica di Harry Potter,Marina Lenti,4.24,21,2,"A quindici anni dalla sua prima comparsa sul mercato editoriale, e dopo oltre una trentina fra saggi e guide pubblicati in Italia, e ancora possibile dire qualcosa di nuovo su Harry Potter? Data la ricchezza di questa saga, la risposta e sicuramente affermativa. Molte cose sono state infatti scritte, ma molte restano ancora da scrivere. E se e gia stata esaminata la"
934,Dictionnaire Harry Potter (Anglais-Franc,Denis Bruchon,3.2,5,1, 
935,Harry Potter Magical Creatures Coloring Kit,Running Press,3.6,5,0,A set of illustrated cards and colored pencils allow you to bring the magical creatures of Harry Potter's world to vibrant life. Kit includes:30 illustrated cards with detailed designs to complete (card size: 2-1/2 x 3-1/2)10 colored pencils2 magnetic frames to display your art
936,3000 Harry Potter Unofficial Facts,Jhon Platt,2.5,2,0, 
937,Harry Potter y la camara secreta (La coleccion de Harry Potter nº 2),"J.K. Rowling, Adolfo Munoz",4.54,24,0, 
938,The Subversive Harry Potter: Adolescent Rebellion and Containment in the J.K. Rowling Novels,"Vandana Saxena, Vandana Shanker",3.94,16,4,The seven books in J.K. Rowling's Harry Potter series bring together a variety of aspects of young adult fiction and portray a youthful rebellion as well as cultural containment and an adolescent's negotiations through these conflicting forces. This detailed study of Harry Potter explores the limits of the formulaic structure of adolescent fantasy fiction and also examines
939,Harry Potter and Harry Potter,dark dhampir,5,4,1,"The Battle of the Department of Mysteries goes a little differently when Harry gets some help from an alternate reality's verison of himself. The alternate Harry has come to save his others self from a dark wizard from his own reality, but he has other news. Ron and Dumbledore are Harry's enemies, and . . . Harry has twelve wives?! Crossover with the DArk Tower Saga and"
940,"Harry Potter Unofficial 300+ Spell Book .The Ultimate Spellbook of Charms, Curses, Hexes, and Jinxes for Wizards and Witches",Harry Potter,3,3,0,"Harry Potter Unofficial 300+ Spell Book.The Ultimate Spellbook of Charms, Curses, Hexes, and Jinxes for Wizards and Witches"
941,Harry Potter And The Half Blood Prince: Poster Annual 2010,BBC,4.67,9,1, 
942,Harry Potter and Afterlife Inc,dunuelos,3.7,10,1,Fandom: Harry PotterRelationship: Hermione Granger/Harry Potter--------------------------------------------------Harry died in the battle with Voldemort. What happens when he meets the Grim Reaper? Especially when the Reaper isn't happy with him. Rating changed to more appropriate one.
943,Teaching Harry Potter: The Power of Imagination in Multicultural Classrooms,"Catherine L. Belcher, Becky Herr-Stephenson",3.8,10,2,"Given the current educational climate of high stakes testing, standardized curriculum, and ""approved"" reading lists, incorporating unauthorized, often controversial, popular literature into the classroom becomes a political choice. The authors examine why teachers choose to read Harry Potter, how they use the books and incorporate new media, and the resulting"
944,"Harry Potter Collection 4 Books Bundle By Jody Revenson (The Creature Vault, Magical Places from the Films, The Character Vault, The Artifact Vault)(ALL HARDBACK)",J.K. Rowling,3.4,5,0,"Harry Potter Collection 4 Books Bundle By Jody Revenson (The Creature Vault, Magical Places from the Films, The Character Vault, The Artifact Vault)(ALL HARDBACK)"
945,Harry Potter Unlimited Spell Collections: You Know What,Lenin Oliva,4.67,6,1,"In the J. K. Rowling's Harry Potter series is a very famous, It was magic is depicted any supernatural forced that way can be used it was override the usual laws in the nature. If u many fictional magical creatures exist in the main series, There are ordinary creatures also it sometimes exhibit magical Spell Collections. it was magical objects are also described. They are"
946,The Harry Potter Encyclopedia,Stephen Kershaw,4.67,3,0,"Discover and enjoy the wizarding world of Harry Potter with the ultimate Harry Potter Encyclopedia with over hundreds of pages covering every part of the Harry Potter wizarding world. Stephen Kershaw is a long-time fan of everything Harry Potter. Between his other works, he has compiled the definite guides to the Harry Potter universe, revealing the secret mysteries,"
947,Harry Potter Illustrated Paperback Starter Set: Amazon Exclusive,"J.K. Rowling, Jim Kay",5,3,0, 
948,"Harry Potter Unofficial 300+ Spell Book .The Ultimate Spellbook of Charms, Curses, Hexes, and Jinxes for Wizards and Witches",Harry Potter,3,3,0,"Harry Potter Unofficial 300+ Spell Book.The Ultimate Spellbook of Charms, Curses, Hexes, and Jinxes for Wizards and Witches"
949,Harry Potter And The Half Blood Prince: Poster Annual 2010,BBC,4.67,9,1, 
950,Harry Potter and Afterlife Inc,dunuelos,3.7,10,1,Fandom: Harry PotterRelationship: Hermione Granger/Harry Potter--------------------------------------------------Harry died in the battle with Voldemort. What happens when he meets the Grim Reaper? Especially when the Reaper isn't happy with him. Rating changed to more appropriate one.
951,Harry Potter and Harry Potter,dark dhampir,5,4,1,"The Battle of the Department of Mysteries goes a little differently when Harry gets some help from an alternate reality's verison of himself. The alternate Harry has come to save his others self from a dark wizard from his own reality, but he has other news. Ron and Dumbledore are Harry's enemies, and . . . Harry has twelve wives?! Crossover with the DArk Tower Saga and"
952,Teaching Harry Potter: The Power of Imagination in Multicultural Classrooms,"Catherine L. Belcher, Becky Herr-Stephenson",3.8,10,2,"Given the current educational climate of high stakes testing, standardized curriculum, and ""approved"" reading lists, incorporating unauthorized, often controversial, popular literature into the classroom becomes a political choice. The authors examine why teachers choose to read Harry Potter, how they use the books and incorporate new media, and the resulting"
953,"Harry Potter Collection 4 Books Bundle By Jody Revenson (The Creature Vault, Magical Places from the Films, The Character Vault, The Artifact Vault)(ALL HARDBACK)",J.K. Rowling,3.4,5,0,"Harry Potter Collection 4 Books Bundle By Jody Revenson (The Creature Vault, Magical Places from the Films, The Character Vault, The Artifact Vault)(ALL HARDBACK)"
954,The Harry Potter Series by J.K. Rowling: A breakdown of how it all happened.,Marcellus Harriets,4.54,13,0,"Harry Potter is a series of seven fantasy novels written by the British author J. K. Rowling. The books chronicle the adventures of the adolescent wizard Harry Potter and his best friends Ron Weasley and Hermione Granger, all of whom are students at Hogwarts School of Witchcraft and Wizardry. The main story arc concerns Harry's quandary involving the evil wizard Lord"
955,"Harry Potter - Hogwarts, Colegio",Sudamericana,4.57,7,0,Visit Hogwarts School of Witchcraft and Wizardry! Reenact your favorite scenes from Harry Potter and the Sorcerer's Stone or create your own adventures with Harry. Spanish language repositionable sticker book. Contains two full pages of stickers from the original Year 1 at Hogwarts and four fold-out playboards on which to place them. Playboards include four different
956,The Creatures of Harry Potter and the Sorcerer's Stone: Deluxe Coloring Kit,Scholastic Inc.,4.14,14,0,"With seven vibrantly colored Magic Markers, now you can help bring the wonder and magic of Harry Potter to colorful life!"
957,Harry Potter and (Your) Death,Paolo Cervari,5,3,1,"You're going to die - aaaaagh! Help! What on earth are you saying? You must be mad! These are the opening words of this book exploring many of the adventures of this famous wizard. Because the exploits of Harry Potter hold a secret lesson (well, perhaps really all that secret). It is a lesson that will reveal the meaning of life and death to you (to us). To borrow"
958,Harry Potter Mercenary,DobbyElfLord,4,4,0,Fandom: Harry Potter--------------------------------------------------Harry Potter is sent to prision for a crime he did commit. Now they need their hero back but he's lost all interest in saving them. They threw him away and now its going to cost them. Note rating! One-shot.
959,Harry Potter and Convergence Culture: Essays on Fandom and the Expanding Potterverse,"Amanda Firestone, Leisa A. Clark",4.5,6,1,"Since the 1997 publication of the first Harry Potter novel, the ""Potterverse"" has seen the addition of eight feature films (with a ninth in production), the creation of the interactive Pottermoreⓒ website, the release of myriad video games, the construction of the Wizarding World of Harry Potter at Universal Studios, several companion books (such as Fantastic Beasts and"
960,harry potter quiz book,Annie S.,2,4,0,harry potter quiz book
961,101 Amazing Facts About Harry Potter,Robert Jenson,3.33,6,3,"101 AMAZING Facts About Harry Potter! Did you know that Hermiones last name was almost Puckle? How about that 16,000 people tried out for the part of Harry Potter?This unauthorized facts book has tons of amazing information about the book, movie, J.K Rowling and more!"
962,166 Harry Potter Facts: Facts for Witches and Wizards,Daisy Thompson,3.88,8,0,Read 166 interesting facts about the World of Harry Potter in this book - 166 Harry Potter Facts.
963,Harry Potter Coloring Fun Book,Scholastic Inc.,4.33,3,0,"A very rare, out of print Harry Potter activity book that features the original classic images and events from the first movie. Issued by Scholastic as a bonus item, never sold alone."
